date,site_id,latitude,longitude,GHI_Wm2,DNI_Wm2,DiffuseIrr_Wm2,ClearSkyGHI_Wm2,WindSpeed_2m_ms,WindSpeed_10m_ms,WindSpeed_50m_ms,WindDir_10m_deg,WindDir_50m_deg,Temp_2m_C,TempMax_2m_C,TempMin_2m_C,RelHumidity_pct,Precip_mm,CloudAmount_pct,site_name
2017-11-05,kalinditi_001,-1.065,38.025,5.1216,2.4852,2.7418,7.3222,0.4,2.55,4.67,148.4,148.9,23.15,30.43,18.48,74.73,3.86,86.99,"Kalinditi Village, Kabati"
2017-11-06,kalinditi_001,-1.065,38.025,5.2694,3.1394,2.5447,7.2259,0.31,2.04,4.02,130.1,134.7,23.41,31.4,18.27,74.19,4.04,76.14,"Kalinditi Village, Kabati"
2017-11-07,kalinditi_001,-1.065,38.025,5.1026,2.933,2.6282,7.1453,0.26,1.76,3.47,104.3,106.9,23.44,30.91,18.81,74.9,2.42,87.62,"Kalinditi Village, Kabati"
2017-11-08,kalinditi_001,-1.065,38.025,4.9558,1.2187,3.2875,6.9814,0.25,1.63,3.09,83.3,87.1,22.49,28.54,18.76,83.63,15.65,89.18,"Kalinditi Village, Kabati"
2017-11-09,kalinditi_001,-1.065,38.025,5.6722,3.5825,2.5661,7.146,0.25,1.89,3.94,87.1,89.0,23.06,28.6,19.43,81.75,4.35,61.25,"Kalinditi Village, Kabati"
2017-11-10,kalinditi_001,-1.065,38.025,5.393,2.4204,3.0634,6.9605,0.26,1.84,3.66,103.4,105.2,22.63,28.38,19.16,83.7,11.48,89.34,"Kalinditi Village, Kabati"
2017-11-11,kalinditi_001,-1.065,38.025,5.3038,2.8778,2.6112,7.0298,0.24,1.69,3.38,114.3,118.5,23.11,29.69,18.37,77.39,0.24,64.86,"Kalinditi Village, Kabati"
2017-11-12,kalinditi_001,-1.065,38.025,5.4209,3.3922,2.4768,7.2139,0.21,1.74,3.67,115.4,120.6,23.64,30.4,18.6,73.34,0.28,67.88,"Kalinditi Village, Kabati"
2017-11-13,kalinditi_001,-1.065,38.025,5.6837,3.732,2.5814,7.2986,0.22,1.83,3.72,109.3,117.5,23.87,30.86,18.43,74.63,1.83,71.56,"Kalinditi Village, Kabati"
2017-11-14,kalinditi_001,-1.065,38.025,5.1307,2.784,2.5198,7.2365,0.23,1.99,4.02,93.0,93.7,23.47,29.68,19.87,78.82,4.94,76.7,"Kalinditi Village, Kabati"
2017-11-15,kalinditi_001,-1.065,38.025,5.9868,4.3022,2.5795,7.1532,0.19,1.64,3.42,54.6,52.2,22.36,29.3,18.71,82.84,4.22,50.39,"Kalinditi Village, Kabati"
2017-11-16,kalinditi_001,-1.065,38.025,6.2568,4.6646,2.6998,7.1285,0.27,1.76,3.42,58.5,59.3,23.25,30.05,17.87,75.04,0.69,35.54,"Kalinditi Village, Kabati"
2017-11-17,kalinditi_001,-1.065,38.025,5.6369,1.4683,3.421,7.0114,0.21,2.0,4.11,86.8,88.2,23.53,30.08,18.96,73.59,0.27,89.31,"Kalinditi Village, Kabati"
2017-11-18,kalinditi_001,-1.065,38.025,5.5445,2.4163,2.9638,6.9538,0.21,2.02,4.12,94.2,95.9,23.97,31.0,18.99,70.97,0.63,84.7,"Kalinditi Village, Kabati"
2017-11-19,kalinditi_001,-1.065,38.025,5.4312,2.5073,2.8006,6.7927,0.21,2.09,4.3,82.4,85.2,23.57,30.08,19.61,74.6,2.73,70.78,"Kalinditi Village, Kabati"
2017-11-20,kalinditi_001,-1.065,38.025,4.9488,2.7077,2.5174,6.9552,0.17,1.81,3.82,77.4,79.5,23.4,29.99,18.49,71.86,0.69,61.56,"Kalinditi Village, Kabati"
2017-11-21,kalinditi_001,-1.065,38.025,5.5651,3.7534,2.5387,6.9962,0.17,1.81,4.02,73.0,77.7,23.82,31.2,18.24,66.45,0.23,46.53,"Kalinditi Village, Kabati"
2017-11-22,kalinditi_001,-1.065,38.025,6.0569,4.8708,2.2603,7.0322,0.19,1.76,3.51,98.4,102.4,24.07,31.52,18.43,68.35,1.22,44.2,"Kalinditi Village, Kabati"
2017-11-23,kalinditi_001,-1.065,38.025,5.6604,3.2222,2.9952,6.9566,0.17,1.82,3.56,105.6,109.4,24.5,31.97,18.48,68.91,0.83,76.46,"Kalinditi Village, Kabati"
2017-11-24,kalinditi_001,-1.065,38.025,5.5238,3.3797,2.6167,6.9108,0.16,1.71,3.25,98.2,101.4,23.51,30.04,19.16,75.55,6.3,68.85,"Kalinditi Village, Kabati"
2017-11-25,kalinditi_001,-1.065,38.025,5.4574,3.6386,2.4425,6.9737,0.18,1.62,3.2,96.5,98.1,22.25,26.81,18.55,78.31,1.03,66.44,"Kalinditi Village, Kabati"
2017-11-26,kalinditi_001,-1.065,38.025,6.0259,4.8156,2.2978,7.152,0.19,1.95,4.27,53.0,52.6,23.98,31.89,18.4,67.81,0.83,51.67,"Kalinditi Village, Kabati"
2017-11-27,kalinditi_001,-1.065,38.025,6.0319,5.3938,2.0143,7.1582,0.14,1.83,4.11,33.9,30.7,23.15,30.53,16.78,68.15,0.5,30.23,"Kalinditi Village, Kabati"
2017-11-28,kalinditi_001,-1.065,38.025,6.0552,4.9706,2.2632,7.183,0.15,1.79,3.74,37.7,35.0,24.23,32.26,17.71,66.89,1.13,35.65,"Kalinditi Village, Kabati"
2017-11-29,kalinditi_001,-1.065,38.025,6.0053,4.7724,2.2838,7.2499,0.14,1.85,4.01,67.0,68.1,24.45,31.24,18.74,68.96,1.51,39.49,"Kalinditi Village, Kabati"
2017-11-30,kalinditi_001,-1.065,38.025,5.0424,2.4732,2.963,7.1194,0.14,1.92,3.98,78.8,81.5,24.13,30.99,19.27,72.07,0.97,67.35,"Kalinditi Village, Kabati"
2017-12-01,kalinditi_001,-1.065,38.025,6.7555,5.773,2.2555,7.1198,0.12,1.79,3.99,69.1,70.0,24.51,32.77,18.82,65.16,0.44,45.76,"Kalinditi Village, Kabati"
2017-12-02,kalinditi_001,-1.065,38.025,6.7613,5.4994,2.6398,7.2415,0.12,1.62,3.54,82.8,83.5,24.39,32.64,17.5,61.45,0.26,42.41,"Kalinditi Village, Kabati"
2017-12-03,kalinditi_001,-1.065,38.025,6.9521,6.4728,2.1098,7.1273,0.11,1.7,3.84,81.9,85.0,25.09,32.9,18.68,60.31,0.02,23.93,"Kalinditi Village, Kabati"
2017-12-04,kalinditi_001,-1.065,38.025,6.0391,4.4383,2.5219,7.0188,0.12,1.76,3.89,87.3,91.4,24.79,32.31,18.8,62.2,1.55,59.89,"Kalinditi Village, Kabati"
2017-12-05,kalinditi_001,-1.065,38.025,6.1344,4.2794,2.7134,6.9691,0.11,1.68,3.7,92.9,99.5,24.24,31.31,18.85,67.17,3.45,54.63,"Kalinditi Village, Kabati"
2017-12-06,kalinditi_001,-1.065,38.025,5.4773,3.0905,2.7178,6.8148,0.12,1.78,3.69,104.5,106.4,24.18,31.2,19.13,68.29,1.6,63.21,"Kalinditi Village, Kabati"
2017-12-07,kalinditi_001,-1.065,38.025,5.6532,3.4766,2.6441,6.8796,0.11,1.68,3.47,96.9,102.3,24.3,31.31,18.88,70.18,3.39,63.6,"Kalinditi Village, Kabati"
2017-12-08,kalinditi_001,-1.065,38.025,4.4294,1.0505,2.8442,6.7291,0.11,1.78,3.87,77.8,80.5,24.07,31.03,19.31,70.75,2.07,82.66,"Kalinditi Village, Kabati"
2017-12-09,kalinditi_001,-1.065,38.025,5.0803,2.6417,2.6311,6.983,0.11,2.07,4.53,52.7,53.9,22.88,28.28,19.09,73.15,3.17,67.88,"Kalinditi Village, Kabati"
2017-12-10,kalinditi_001,-1.065,38.025,6.3641,4.4203,2.8891,6.9823,0.12,2.28,5.11,35.9,32.0,23.15,31.08,16.03,56.28,0.01,39.51,"Kalinditi Village, Kabati"
2017-12-11,kalinditi_001,-1.065,38.025,4.8674,1.6884,3.1949,7.0442,0.16,2.07,4.2,49.7,49.1,23.39,30.43,17.5,65.45,1.22,71.28,"Kalinditi Village, Kabati"
2017-12-12,kalinditi_001,-1.065,38.025,6.709,5.4878,2.6693,6.9614,0.1,1.94,4.31,53.5,53.4,24.38,32.2,17.2,57.37,0.02,43.79,"Kalinditi Village, Kabati"
2017-12-13,kalinditi_001,-1.065,38.025,6.2736,4.1897,2.8138,6.9931,0.09,1.8,4.1,73.5,72.9,24.02,32.02,17.58,59.03,0.0,63.65,"Kalinditi Village, Kabati"
2017-12-14,kalinditi_001,-1.065,38.025,5.7545,2.9232,2.9928,6.8254,0.14,1.71,3.55,93.3,90.5,25.3,34.09,17.26,53.23,0.0,55.74,"Kalinditi Village, Kabati"
2017-12-15,kalinditi_001,-1.065,38.025,6.5938,5.0789,2.651,6.9223,0.07,1.69,3.61,97.4,101.6,26.13,33.96,19.07,54.29,0.0,42.28,"Kalinditi Village, Kabati"
2017-12-16,kalinditi_001,-1.065,38.025,6.8436,6.0516,2.2447,6.983,0.09,2.01,3.92,103.4,105.2,26.79,34.47,19.76,52.94,0.0,31.49,"Kalinditi Village, Kabati"
2017-12-17,kalinditi_001,-1.065,38.025,4.6327,2.4314,2.574,7.2504,0.09,1.94,3.71,103.5,103.5,24.7,30.67,19.62,61.07,0.04,71.13,"Kalinditi Village, Kabati"
2017-12-18,kalinditi_001,-1.065,38.025,5.3479,3.5443,2.6165,7.1652,0.09,1.99,4.27,66.5,69.1,24.45,31.24,19.13,63.81,1.62,82.79,"Kalinditi Village, Kabati"
2017-12-19,kalinditi_001,-1.065,38.025,4.8254,2.3018,2.8402,7.2288,0.1,2.07,4.27,71.4,70.4,23.8,30.96,19.37,67.79,0.54,86.45,"Kalinditi Village, Kabati"
2017-12-20,kalinditi_001,-1.065,38.025,6.055,4.093,2.8553,7.1866,0.12,2.1,4.51,64.4,65.5,23.91,31.15,17.51,59.24,0.08,79.99,"Kalinditi Village, Kabati"
2017-12-21,kalinditi_001,-1.065,38.025,5.8193,3.5311,2.7648,7.0241,0.21,1.95,3.76,60.7,57.1,24.66,32.37,17.48,47.75,0.0,65.93,"Kalinditi Village, Kabati"
2017-12-22,kalinditi_001,-1.065,38.025,5.4384,2.9381,2.767,7.0058,0.23,1.88,3.59,72.1,67.3,24.38,32.01,17.26,52.03,0.0,63.03,"Kalinditi Village, Kabati"
2017-12-23,kalinditi_001,-1.065,38.025,5.8399,4.1784,2.7444,6.9259,0.23,2.03,3.89,36.6,35.5,25.16,33.14,19.07,49.14,0.0,69.59,"Kalinditi Village, Kabati"
2017-12-24,kalinditi_001,-1.065,38.025,6.8791,6.2386,2.3393,7.039,0.15,2.06,4.35,34.4,30.1,25.23,33.36,18.12,44.53,0.0,40.83,"Kalinditi Village, Kabati"
2017-12-25,kalinditi_001,-1.065,38.025,6.0782,4.3217,2.7408,7.1849,0.12,2.07,4.56,46.2,43.3,25.1,33.63,17.64,42.75,0.0,78.27,"Kalinditi Village, Kabati"
2017-12-26,kalinditi_001,-1.065,38.025,6.3799,4.6358,2.9009,7.081,0.2,1.92,3.9,80.4,76.6,25.07,33.82,17.87,46.85,0.0,60.25,"Kalinditi Village, Kabati"
2017-12-27,kalinditi_001,-1.065,38.025,7.134,7.6762,1.5958,7.2293,0.11,1.87,4.11,71.9,72.9,24.87,33.89,17.5,51.35,0.0,32.8,"Kalinditi Village, Kabati"
2017-12-28,kalinditi_001,-1.065,38.025,7.0565,7.4762,1.8307,7.145,0.2,2.02,4.08,59.0,58.6,25.08,33.3,18.34,49.79,0.0,26.43,"Kalinditi Village, Kabati"
2017-12-29,kalinditi_001,-1.065,38.025,5.8402,5.1036,2.267,7.1801,0.11,1.91,4.11,57.2,58.3,25.24,33.88,18.07,54.06,0.0,71.43,"Kalinditi Village, Kabati"
2017-12-30,kalinditi_001,-1.065,38.025,6.2057,5.4005,3.2078,7.2449,0.25,2.05,3.87,44.6,43.3,25.34,33.59,18.72,49.07,0.0,69.72,"Kalinditi Village, Kabati"
2017-12-31,kalinditi_001,-1.065,38.025,6.6415,5.8661,2.291,7.2091,0.22,2.02,4.05,38.5,36.5,24.83,33.9,17.01,46.96,0.0,34.37,"Kalinditi Village, Kabati"
2018-01-01,kalinditi_001,-1.065,38.025,6.2376,5.4883,1.9514,7.1285,0.21,1.76,3.44,29.3,28.5,25.18,34.53,18.24,43.47,0.0,30.05,"Kalinditi Village, Kabati"
2018-01-02,kalinditi_001,-1.065,38.025,6.1622,4.1376,2.7749,7.0039,0.26,1.35,2.42,101.2,99.9,26.14,34.6,17.89,45.02,0.08,62.42,"Kalinditi Village, Kabati"
2018-01-03,kalinditi_001,-1.065,38.025,5.5337,3.5112,2.5783,6.8923,0.14,1.26,2.6,99.6,101.3,26.26,33.27,20.22,50.67,0.4,85.4,"Kalinditi Village, Kabati"
2018-01-04,kalinditi_001,-1.065,38.025,4.7047,1.4638,2.815,6.9101,0.17,1.53,2.99,37.5,33.0,25.95,32.92,19.89,47.88,0.06,96.24,"Kalinditi Village, Kabati"
2018-01-05,kalinditi_001,-1.065,38.025,5.2486,2.1499,2.7583,6.9854,0.25,1.73,3.24,57.8,53.0,25.47,33.07,19.06,46.34,0.06,81.95,"Kalinditi Village, Kabati"
2018-01-06,kalinditi_001,-1.065,38.025,5.8495,3.1164,3.024,7.0126,0.24,1.86,3.62,35.6,33.8,24.96,31.95,18.75,47.71,0.06,89.07,"Kalinditi Village, Kabati"
2018-01-07,kalinditi_001,-1.065,38.025,6.1788,3.7687,3.247,7.1326,0.15,1.91,4.05,27.7,22.1,25.19,33.87,18.15,44.04,0.0,70.64,"Kalinditi Village, Kabati"
2018-01-08,kalinditi_001,-1.065,38.025,7.1551,7.2581,1.7863,7.2415,0.19,1.74,3.45,32.1,28.7,25.38,34.23,18.83,43.03,0.0,7.26,"Kalinditi Village, Kabati"
2018-01-09,kalinditi_001,-1.065,38.025,6.8695,6.0814,2.2937,7.0529,0.22,1.68,3.23,51.0,48.4,25.13,32.93,18.16,44.12,0.0,20.37,"Kalinditi Village, Kabati"
2018-01-10,kalinditi_001,-1.065,38.025,5.2195,1.8914,2.994,6.9115,0.2,1.83,3.7,38.4,35.4,25.19,32.58,19.25,46.5,0.02,83.2,"Kalinditi Village, Kabati"
2018-01-11,kalinditi_001,-1.065,38.025,5.473,2.4619,2.9016,6.869,0.14,2.01,4.36,45.9,45.0,24.61,31.26,18.51,41.42,0.0,85.71,"Kalinditi Village, Kabati"
2018-01-12,kalinditi_001,-1.065,38.025,4.9229,1.8607,2.7751,6.8474,0.21,1.88,3.76,58.0,59.5,23.87,31.7,16.91,49.64,0.0,66.51,"Kalinditi Village, Kabati"
2018-01-13,kalinditi_001,-1.065,38.025,6.7075,5.34,2.7247,6.948,0.25,2.03,4.02,46.8,45.9,23.34,31.92,16.12,43.53,0.0,43.84,"Kalinditi Village, Kabati"
2018-01-14,kalinditi_001,-1.065,38.025,7.2086,7.2823,1.7698,7.2262,0.28,1.98,3.9,28.9,26.9,23.95,33.1,16.91,35.6,0.0,3.71,"Kalinditi Village, Kabati"
2018-01-15,kalinditi_001,-1.065,38.025,6.6386,5.7475,2.97,7.2137,0.26,1.81,3.52,31.5,29.7,24.6,33.73,18.17,38.09,0.0,70.68,"Kalinditi Village, Kabati"
2018-01-16,kalinditi_001,-1.065,38.025,5.7655,3.053,2.899,6.9802,0.21,1.86,3.76,29.9,26.9,24.8,33.08,17.59,43.13,0.0,58.28,"Kalinditi Village, Kabati"
2018-01-17,kalinditi_001,-1.065,38.025,6.0334,3.9499,2.7526,6.9866,0.26,1.79,3.45,50.2,47.0,25.08,34.0,18.79,51.51,0.05,44.62,"Kalinditi Village, Kabati"
2018-01-18,kalinditi_001,-1.065,38.025,6.096,4.2454,2.5711,7.015,0.21,1.68,3.36,71.4,68.6,25.41,34.7,17.83,54.15,0.06,46.75,"Kalinditi Village, Kabati"
2018-01-19,kalinditi_001,-1.065,38.025,5.2394,3.1248,2.5226,7.2574,0.16,1.86,3.82,62.9,61.7,25.29,33.74,18.28,56.05,0.08,69.49,"Kalinditi Village, Kabati"
2018-01-20,kalinditi_001,-1.065,38.025,5.7103,3.2918,2.8207,7.259,0.24,2.16,4.32,59.4,58.3,25.03,33.4,17.95,57.59,0.08,66.4,"Kalinditi Village, Kabati"
2018-01-21,kalinditi_001,-1.065,38.025,5.7166,3.9826,2.4163,7.3404,0.2,2.18,4.58,53.6,53.4,25.36,34.14,17.21,48.96,0.24,59.62,"Kalinditi Village, Kabati"
2018-01-22,kalinditi_001,-1.065,38.025,6.9444,5.8848,2.4334,7.152,0.32,2.31,4.5,45.4,44.5,24.65,32.75,17.46,48.11,0.01,33.29,"Kalinditi Village, Kabati"
2018-01-23,kalinditi_001,-1.065,38.025,6.156,5.227,2.01,7.379,0.17,2.0,4.16,77.2,77.3,24.32,33.7,16.65,52.94,0.14,47.91,"Kalinditi Village, Kabati"
2018-01-24,kalinditi_001,-1.065,38.025,6.8942,5.7396,2.5262,7.1299,0.16,1.87,3.65,100.5,99.5,25.04,33.96,17.69,54.67,0.4,31.07,"Kalinditi Village, Kabati"
2018-01-25,kalinditi_001,-1.065,38.025,7.0147,5.9134,2.4458,7.1323,0.16,1.75,3.61,84.1,84.6,26.25,34.84,18.43,51.17,0.03,25.2,"Kalinditi Village, Kabati"
2018-01-26,kalinditi_001,-1.065,38.025,7.0454,6.0722,2.3503,7.2355,0.17,1.79,3.67,77.7,79.0,26.89,36.06,19.23,48.76,0.02,19.84,"Kalinditi Village, Kabati"
2018-01-27,kalinditi_001,-1.065,38.025,6.0329,3.2851,3.1351,7.241,0.21,2.0,3.96,88.6,89.6,26.01,34.58,19.0,50.99,0.03,41.51,"Kalinditi Village, Kabati"
2018-01-28,kalinditi_001,-1.065,38.025,6.9967,6.2292,2.1106,7.4419,0.18,1.82,3.79,92.0,91.8,25.61,34.96,18.57,51.29,0.01,30.38,"Kalinditi Village, Kabati"
2018-01-29,kalinditi_001,-1.065,38.025,7.4126,7.6255,1.6174,7.4998,0.31,1.82,3.41,68.5,67.3,26.04,35.6,17.81,40.55,0.0,18.89,"Kalinditi Village, Kabati"
2018-01-30,kalinditi_001,-1.065,38.025,7.2331,6.84,1.9066,7.4244,0.28,1.93,3.88,64.2,63.3,25.79,35.14,17.11,43.31,0.0,25.12,"Kalinditi Village, Kabati"
2018-01-31,kalinditi_001,-1.065,38.025,6.0067,4.6759,2.5589,7.367,0.24,2.03,3.98,80.6,79.4,25.42,31.57,19.04,49.08,0.01,46.37,"Kalinditi Village, Kabati"
2018-02-01,kalinditi_001,-1.065,38.025,5.4043,3.3996,2.6407,7.481,0.22,2.09,4.27,77.7,79.1,25.56,32.94,18.13,54.42,0.0,56.26,"Kalinditi Village, Kabati"
2018-02-02,kalinditi_001,-1.065,38.025,5.8757,2.873,3.2854,7.4376,0.24,2.15,4.17,76.0,77.3,25.3,32.62,18.96,58.05,0.01,77.3,"Kalinditi Village, Kabati"
2018-02-03,kalinditi_001,-1.065,38.025,5.6278,3.9718,2.334,7.3903,0.22,2.04,4.09,76.3,76.7,25.7,34.49,18.9,52.11,0.0,70.61,"Kalinditi Village, Kabati"
2018-02-04,kalinditi_001,-1.065,38.025,5.737,3.258,2.7562,7.1976,0.31,2.18,4.11,73.4,71.4,25.36,33.95,17.25,53.56,0.0,48.47,"Kalinditi Village, Kabati"
2018-02-05,kalinditi_001,-1.065,38.025,4.8026,1.1472,3.0694,7.1287,0.25,2.23,4.55,69.1,72.6,25.53,32.71,18.62,55.35,0.31,55.24,"Kalinditi Village, Kabati"
2018-02-06,kalinditi_001,-1.065,38.025,6.541,3.5069,3.1846,7.2036,0.29,2.43,4.74,58.1,58.2,25.65,33.16,19.35,52.27,0.18,53.37,"Kalinditi Village, Kabati"
2018-02-07,kalinditi_001,-1.065,38.025,6.7632,4.3416,2.8817,7.2554,0.32,2.47,4.91,45.8,45.8,24.27,32.59,17.9,42.74,0.0,32.79,"Kalinditi Village, Kabati"
2018-02-08,kalinditi_001,-1.065,38.025,7.1093,5.413,2.6436,7.3865,0.4,2.12,3.94,70.4,69.0,23.56,32.87,16.06,40.64,0.0,55.71,"Kalinditi Village, Kabati"
2018-02-09,kalinditi_001,-1.065,38.025,7.0661,5.9494,2.5426,7.5432,0.25,2.08,4.27,81.6,86.5,24.65,33.85,17.09,44.46,0.0,52.28,"Kalinditi Village, Kabati"
2018-02-10,kalinditi_001,-1.065,38.025,6.7255,4.8576,2.807,7.3718,0.29,2.2,4.41,95.3,99.5,25.5,33.9,17.72,51.82,0.04,66.63,"Kalinditi Village, Kabati"
2018-02-11,kalinditi_001,-1.065,38.025,4.6195,2.4602,2.7125,7.5689,0.3,2.16,4.01,93.8,93.8,25.23,32.6,18.87,59.13,0.23,81.65,"Kalinditi Village, Kabati"
2018-02-12,kalinditi_001,-1.065,38.025,7.0051,5.6299,2.6614,7.608,0.34,2.41,4.5,107.3,107.6,25.56,33.54,18.6,48.3,0.02,41.03,"Kalinditi Village, Kabati"
2018-02-13,kalinditi_001,-1.065,38.025,6.9557,5.4994,2.5104,7.4854,0.36,2.44,4.57,110.5,113.4,25.86,33.61,17.73,46.0,0.03,35.43,"Kalinditi Village, Kabati"
2018-02-14,kalinditi_001,-1.065,38.025,6.0091,1.872,3.8266,7.5653,0.36,2.39,4.26,107.1,106.9,25.93,32.71,19.56,57.15,0.29,63.38,"Kalinditi Village, Kabati"
2018-02-15,kalinditi_001,-1.065,38.025,4.7981,2.5754,2.7722,7.4638,0.37,2.37,4.23,106.4,106.2,25.92,32.84,19.37,55.66,0.05,67.78,"Kalinditi Village, Kabati"
2018-02-16,kalinditi_001,-1.065,38.025,6.7135,4.2737,3.3295,7.6094,0.34,2.22,4.38,99.9,100.4,25.9,33.52,19.47,53.6,0.11,43.71,"Kalinditi Village, Kabati"
2018-02-17,kalinditi_001,-1.065,38.025,5.7218,2.9218,2.9808,7.5854,0.33,2.13,4.19,102.1,102.3,25.74,33.4,19.13,54.33,0.01,62.92,"Kalinditi Village, Kabati"
2018-02-18,kalinditi_001,-1.065,38.025,5.9508,2.2942,3.2071,7.5204,0.33,2.12,4.23,105.5,104.9,26.14,33.78,19.81,53.48,0.06,66.41,"Kalinditi Village, Kabati"
2018-02-19,kalinditi_001,-1.065,38.025,7.086,5.4226,2.5834,7.5598,0.37,2.32,4.35,120.3,121.1,26.9,34.64,19.09,52.82,0.08,32.42,"Kalinditi Village, Kabati"
2018-02-20,kalinditi_001,-1.065,38.025,6.901,4.8998,2.7564,7.6217,0.35,2.19,4.23,114.9,115.7,26.48,33.5,18.96,52.02,0.08,71.74,"Kalinditi Village, Kabati"
2018-02-21,kalinditi_001,-1.065,38.025,7.4023,6.6854,2.0486,7.6632,0.36,2.19,4.08,99.9,102.4,27.94,36.28,19.07,46.75,0.0,14.74,"Kalinditi Village, Kabati"
2018-02-22,kalinditi_001,-1.065,38.025,7.464,7.0502,1.9044,7.5473,0.37,2.27,4.15,97.9,98.7,27.34,35.06,19.33,50.72,0.01,24.88,"Kalinditi Village, Kabati"
2018-02-23,kalinditi_001,-1.065,38.025,6.7118,4.7018,2.7977,7.482,0.33,2.12,4.18,93.8,94.5,27.02,35.81,20.4,49.68,0.01,45.74,"Kalinditi Village, Kabati"
2018-02-24,kalinditi_001,-1.065,38.025,6.5467,4.6289,2.8351,7.5862,0.38,2.27,4.17,104.1,105.1,27.02,35.51,19.36,53.76,0.01,61.72,"Kalinditi Village, Kabati"
2018-02-25,kalinditi_001,-1.065,38.025,7.3061,6.8434,2.1022,7.6738,0.37,2.19,3.83,104.7,104.7,27.99,35.9,20.6,51.86,0.01,36.67,"Kalinditi Village, Kabati"
2018-02-26,kalinditi_001,-1.065,38.025,7.6874,7.9646,1.5278,7.7316,0.35,2.09,4.07,98.8,101.9,27.71,36.88,19.78,46.31,0.0,7.31,"Kalinditi Village, Kabati"
2018-02-27,kalinditi_001,-1.065,38.025,6.6125,5.6885,2.3489,7.5864,0.39,2.29,4.36,120.4,123.3,27.15,35.82,18.37,48.16,0.0,27.86,"Kalinditi Village, Kabati"
2018-02-28,kalinditi_001,-1.065,38.025,7.1273,5.5538,2.5577,7.6056,0.32,1.86,3.61,97.1,100.6,26.92,33.34,19.52,49.49,0.03,28.18,"Kalinditi Village, Kabati"
2018-03-01,kalinditi_001,-1.065,38.025,5.3189,3.6283,2.6784,7.3241,0.3,1.69,2.9,94.0,96.1,26.37,33.38,20.63,61.94,2.59,86.51,"Kalinditi Village, Kabati"
2018-03-02,kalinditi_001,-1.065,38.025,4.849,0.9365,3.2839,7.181,0.32,1.9,3.64,353.1,355.2,23.22,29.21,19.55,78.45,17.99,98.96,"Kalinditi Village, Kabati"
2018-03-03,kalinditi_001,-1.065,38.025,4.099,0.5566,2.9309,7.0687,0.32,1.73,3.33,34.6,32.3,22.96,27.77,19.75,80.07,3.8,89.55,"Kalinditi Village, Kabati"
2018-03-04,kalinditi_001,-1.065,38.025,2.3047,0.2998,1.5298,7.2166,0.27,1.52,3.04,358.0,357.1,22.0,26.13,19.42,83.57,5.13,99.14,"Kalinditi Village, Kabati"
2018-03-05,kalinditi_001,-1.065,38.025,4.0975,0.9775,2.7859,7.3104,0.33,1.82,3.53,22.9,15.9,22.74,29.2,18.22,79.08,4.87,97.48,"Kalinditi Village, Kabati"
2018-03-06,kalinditi_001,-1.065,38.025,6.1198,3.4236,3.4402,7.3944,0.26,1.47,3.08,48.0,51.8,23.37,29.37,18.45,74.69,0.51,83.72,"Kalinditi Village, Kabati"
2018-03-07,kalinditi_001,-1.065,38.025,6.9626,5.7722,2.2939,7.451,0.3,1.52,3.0,67.8,74.9,24.73,32.79,19.67,69.72,0.86,21.69,"Kalinditi Village, Kabati"
2018-03-08,kalinditi_001,-1.065,38.025,6.2664,4.4909,2.483,7.4436,0.44,1.85,3.39,49.0,46.6,25.29,32.67,18.99,65.48,1.02,35.51,"Kalinditi Village, Kabati"
2018-03-09,kalinditi_001,-1.065,38.025,6.0874,4.5312,2.3885,7.3858,0.39,1.98,3.95,49.2,47.5,25.74,34.54,18.81,60.87,0.09,35.19,"Kalinditi Village, Kabati"
2018-03-10,kalinditi_001,-1.065,38.025,6.1682,3.9869,2.6774,7.3908,0.4,1.76,3.02,79.2,80.5,25.7,33.75,18.31,58.9,0.69,68.31,"Kalinditi Village, Kabati"
2018-03-11,kalinditi_001,-1.065,38.025,6.2222,3.8522,2.5706,7.3116,0.3,1.61,3.09,118.3,132.0,25.53,33.32,19.67,63.15,1.05,69.57,"Kalinditi Village, Kabati"
2018-03-12,kalinditi_001,-1.065,38.025,3.9744,1.9385,2.3172,7.1964,0.29,1.51,2.88,147.3,153.5,24.96,32.31,20.01,68.13,1.26,94.91,"Kalinditi Village, Kabati"
2018-03-13,kalinditi_001,-1.065,38.025,4.3322,0.5971,2.8879,7.1371,0.28,1.48,2.98,138.5,147.2,24.84,31.47,20.2,70.44,1.64,98.66,"Kalinditi Village, Kabati"
2018-03-14,kalinditi_001,-1.065,38.025,5.8867,3.4502,2.5786,7.1782,0.22,1.23,2.62,135.0,144.6,24.9,31.61,19.69,70.32,0.61,78.26,"Kalinditi Village, Kabati"
2018-03-15,kalinditi_001,-1.065,38.025,2.826,0.1471,2.0206,7.171,0.29,1.45,2.7,94.8,98.5,23.47,28.95,20.84,83.27,23.5,98.28,"Kalinditi Village, Kabati"
2018-03-16,kalinditi_001,-1.065,38.025,3.2741,0.0883,2.4403,6.8345,0.31,1.15,2.16,247.2,243.0,22.79,26.36,20.28,81.17,2.49,99.38,"Kalinditi Village, Kabati"
2018-03-17,kalinditi_001,-1.065,38.025,6.5666,4.2768,2.6952,7.1592,0.31,1.51,3.2,19.3,19.0,25.0,32.7,18.47,70.6,6.28,76.71,"Kalinditi Village, Kabati"
